-20, -20, -1.69358
-20, -19.75, -1.85398
-20, -19.5, -1.95587
-20, -19.25, -1.99291
-20, -19, -1.96281
-20, -18.75, -1.86743
-20, -18.5, -1.71271
-20, -18.25, -1.50826
-20, -18, -1.2668
-20, -17.75, -1.00333
-20, -17.5, -0.73425
-20, -17.25, -0.476276
-20, -17, -0.245453
-20, -16.75, -0.0561308
-20, -16.5, 0.0799186
-20, -16.25, 0.154237
-20, -16, 0.162202
-20, -15.75, 0.103321
-20, -15.5, -0.0187475
-20, -15.25, -0.196413
-20, -15, -0.418628
-20, -14.75, -0.671578
-20, -14.5, -0.939535
-20, -14.25, -1.20584
-20, -14, -1.45393
-20, -13.75, -1.66839
-20, -13.5, -1.83588
-20, -13.25, -1.94598
-20, -13, -1.99185
-20, -12.75, -1.97065
-20, -12.5, -1.88368
-20, -12.25, -1.73635
-20, -12, -1.53783
-20, -11.75, -1.30046
-20, -11.5, -1.03899
-20, -11.25, -0.76969
-20, -11, -0.509293
-20, -10.75, -0.273993
-20, -10.5, -0.0784203
-20, -10.25, 0.0652658
-20, -10, 0.148132
-20, -9.75, 0.165025
-20, -9.5, 0.114895
-20, -9.25, 0.000858717
-20, -9, -0.169993
-20, -8.75, -0.387038
-20, -8.5, -0.636782
-20, -8.25, -0.903696
-20, -8, -1.17118
-20, -7.75, -1.42262
-20, -7.5, -1.64236
-20, -7.25, -1.81675
-20, -7, -1.93495
-20, -6.75, -1.98961
-20, -6.5, -1.97732
-20, -6.25, -1.89885
-20, -6, -1.75909
-20, -5.75, -1.56672
-20, -5.5, -1.3337
-20, -5.25, -1.07451
-20, -5, -0.805288
-20, -4.75, -0.542754
-20, -4.5, -0.303237
-20, -4.25, -0.101629
-20, -4, 0.0495359
-20, -3.75, 0.140858
-20, -3.5, 0.16666
-20, -3.25, 0.125337
-20, -3, 0.0194587
-20, -2.75, -0.144392
-20, -2.5, -0.356027
-20, -2.25, -0.602289
-20, -2, -0.867866
-20, -1.75, -1.13625
-20, -1.5, -1.39074
-20, -1.25, -1.61553
-20, -1, -1.79664
-20, -0.75, -1.9228
-20, -0.5, -1.98617
-20, -0.25, -1.98282
-20, 0, -1.91295
-20, 0.25, -1.7809
-20, 0.5, -1.59488
-20, 0.75, -1.36647
-20, 1, -1.10986
-20, 1.25, -0.841004
-20, 1.5, -0.576623
-20, 1.75, -0.333152
-20, 2, -0.12573
-20, 2.25, 0.0327461
-20, 2.5, 0.132424
-20, 2.75, 0.167106
-20, 3, 0.134636
-20, 3.25, 0.0370319
-20, 3.5, -0.119637
-20, 3.75, -0.32563
-20, 4, -0.568139
-20, 4.25, -0.832087
-20, 4.5, -1.10106
-20, 4.75, -1.35834
-20, 5, -1.58793
-20, 5.25, -1.77555
-20, 5.5, -1.90953
-20, 5.75, -1.98156
-20, 6, -1.98714
-20, 6.25, -1.92593
-20, 6.5, -1.80175
-20, 6.75, -1.6223
-20, 7, -1.39874
-20, 7.25, -1.14498
-20, 7.5, -0.8768
-20, 7.75, -0.610862
-20, 8, -0.363706
-20, 8.25, -0.150699
-20, 8.5, 0.0149149
-20, 8.75, 0.122839
-20, 9, 0.166363
-20, 9.25, 0.142781
-20, 9.5, 0.0535591
-20, 9.75, -0.0957555
-20, 10, -0.295879
-20, 10.25, -0.534369
-20, 10.5, -0.796396
-20, 10.75, -1.06567
-20, 11, -1.32545
-20, 11.25, -1.55958
-20, 11.5, -1.75351
-20, 11.75, -1.89517
-20, 12, -1.97576
-20, 12.25, -1.99028
-20, 12.5, -1.93781
-20, 12.75, -1.82162
-20, 13, -1.64893
-20, 13.25, -1.43048
-20, 13.5, -1.17986
-20, 13.75, -0.912635
-20, 14, -0.645433
-20, 14.25, -0.394864
-20, 14.5, -0.176507
-20, 14.75, -0.00393799
-20, 15, 0.112113
-20, 15.25, 0.164432
-20, 15.5, 0.149764
-20, 15.75, 0.0690219
-20, 16, -0.072774
-20, 16.25, -0.266808
-20, 16.5, -0.501015
-20, 16.75, -0.760834
-20, 17, -1.03011
-20, 17.25, -1.2921
-20, 17.5, -1.53052
-20, 17.75, -1.73054
-20, 18, -1.87973
-20, 18.25, -1.9688
-20, 18.5, -1.99223
-20, 18.75, -1.94855
-20, 19, -1.84049
-20, 19.25, -1.67475
-20, 19.5, -1.46165
-20, 19.75, -1.21443
-20, 20, -0.948471
-19.75, -20, -1.75886
-19.75, -19.75, -1.89169
-19.75, -19.5, -1.95562
-19.75, -19.25, -1.94668
-19.75, -19, -1.86542
-19.75, -18.75, -1.7169
-19.75, -18.5, -1.51036
-19.75, -18.25, -1.25863
-19.75, -18, -0.97736
-19.75, -17.75, -0.684047
-19.75, -17.5, -0.396923
-19.75, -17.25, -0.133842
-19.75, -17, 0.0888402
-19.75, -16.75, 0.257278
-19.75, -16.5, 0.360999
-19.75, -16.25, 0.393555
-19.75, -16, 0.35292
-19.75, -15.75, 0.241622
-19.75, -15.5, 0.0665801
-19.75, -15.25, -0.161322
-19.75, -15, -0.427914
-19.75, -14.75, -0.716622
-19.75, -14.5, -1.00949
-19.75, -14.25, -1.28832
-19.75, -14, -1.53577
-19.75, -13.75, -1.73645
-19.75, -13.5, -1.87788
-19.75, -13.25, -1.95128
-19.75, -13, -1.95208
-19.75, -12.75, -1.88023
-19.75, -12.5, -1.7402
-19.75, -12.25, -1.54069
-19.75, -12, -1.2941
-19.75, -11.75, -1.01578
-19.75, -11.5, -0.723022
-19.75, -11.25, -0.43403
-19.75, -11, -0.166773
-19.75, -10.75, 0.0621334
-19.75, -10.5, 0.238456
-19.75, -10.25, 0.351231
-19.75, -10, 0.393448
-19.75, -9.75, 0.362482
-19.75, -9.5, 0.260258
-19.75, -9.25, 0.0931313
-19.75, -9, -0.128506
-19.75, -8.75, -0.390875
-19.75, -8.5, -0.677661
-19.75, -8.25, -0.971034
-19.75, -8, -1.25275
-19.75, -7.75, -1.5053
-19.75, -7.5, -1.71298
-19.75, -7.25, -1.86288
-19.75, -7, -1.94567
-19.75, -6.75, -1.9562
-19.75, -6.5, -1.89384
-19.75, -6.25, -1.76244
-19.75, -6, -1.57018
-19.75, -5.75, -1.32902
-19.75, -5.5, -1.05395
-19.75, -5.25, -0.762065
-19.75, -5, -0.471522
-19.75, -4.75, -0.200382
-19.75, -4.5, 0.0344953
-19.75, -4.25, 0.218508
-19.75, -4, 0.340213
-19.75, -3.75, 0.392046
-19.75, -3.5, 0.370782
-19.75, -3.25, 0.277744
-19.75, -3, 0.118717
-19.75, -2.75, -0.096412
-19.75, -2.5, -0.354267
-19.75, -2.25, -0.638817
-19.75, -2, -0.932368
-19.75, -1.75, -1.21667
-19.75, -1.5, -1.47405
-19.75, -1.25, -1.68849
-19.75, -1, -1.84668
-19.75, -0.75, -1.93877
-19.75, -0.5, -1.95903
-19.75, -0.25, -1.90622
-19.75, 0, -1.7836
-19.75, 0.25, -1.59881
-19.75, 0.5, -1.36334
-19.75, 0.75, -1.09182
-19.75, 1, -0.801131
-19.75, 1.25, -0.509357
-19.75, 1.5, -0.234634
-19.75, 1.75, 0.00595635
-19.75, 2, 0.197456
-19.75, 2.25, 0.327958
-19.75, 2.5, 0.389349
-19.75, 2.75, 0.377811
-19.75, 3, 0.294062
-19.75, 3.25, 0.143309
-19.75, 3.5, -0.0650745
-19.75, 3.75, -0.318133
-19.75, 4, -0.600132
-19.75, 4.25, -0.893538
-19.75, 4.5, -1.18011
-19.75, 4.75, -1.44203
-19.75, 5, -1.66301
-19.75, 5.25, -1.82931
-19.75, 5.5, -1.9306
-19.75, 5.75, -1.96057
-19.75, 6, -1.91736
-19.75, 6.25, -1.80367
-19.75, 6.5, -1.62654
-19.75, 6.75, -1.39701
-19.75, 7, -1.12934
-19.75, 7.25, -0.840178
-19.75, 7.5, -0.547494
-19.75, 7.75, -0.269491
-19.75, 8, -0.0234522
-19.75, 8.25, 0.175324
-19.75, 8.5, 0.314479
-19.75, 8.75, 0.38536
-19.75, 9, 0.383561
-19.75, 9.25, 0.309193
-19.75, 9.5, 0.166881
-19.75, 9.75, -0.0345282
-19.75, 10, -0.282511
-19.75, 10.25, -0.561649
-19.75, 10.5, -0.854588
-19.75, 10.75, -1.14311
-19.75, 11, -1.40928
-19.75, 11.25, -1.63655
-19.75, 11.5, -1.81079
-19.75, 11.75, -1.92117
-19.75, 12, -1.96081
-19.75, 12.25, -1.92726
-19.75, 12.5, -1.8226
-19.75, 12.75, -1.65335
-19.75, 13, -1.43002
-19.75, 13.25, -1.16649
-19.75, 13.5, -0.879163
-19.75, 13.75, -0.585892
-19.75, 14, -0.304913
-19.75, 14.25, -0.0536976
-19.75, 14.5, 0.152136
-19.75, 14.75, 0.29979
-19.75, 15, 0.380084
-19.75, 15.25, 0.388026
-19.75, 15.5, 0.323121
-19.75, 15.75, 0.189406
-19.75, 16, -0.00480682
-19.75, 16.25, -0.247441
-19.75, 16.5, -0.523411
-19.75, 16.75, -0.815559
-19.75, 17, -1.10572
-19.75, 17.25, -1.37585
-19.75, 17.5, -1.60916
-19.75, 17.75, -1.79114
-19.75, 18, -1.91048
-19.75, 18.25, -1.95975
-19.75, 18.5, -1.9359
-19.75, 18.75, -1.8404
-19.75, 19, -1.67919
-19.75, 19.25, -1.46231
-19.75, 19.5, -1.20322
-19.75, 19.75, -0.918042
-19.75, 20, -0.624507
-19.5, -20, -1.74016
-19.5, -19.75, -1.8504
-19.5, -19.5, -1.88325
-19.5, -19.25, -1.83666
-19.5, -19, -1.71352
-19.5, -18.75, -1.52149
-19.5, -18.5, -1.27251
-19.5, -18.25, -0.982067
-19.5, -18, -0.66821
-19.5, -17.75, -0.350456
-19.5, -17.5, -0.048562
-19.5, -17.25, 0.218702
-19.5, -17, 0.434718
-19.5, -16.75, 0.586056
-19.5, -16.5, 0.663307
-19.5, -16.25, 0.661666
-19.5, -16, 0.581237
-19.5, -15.75, 0.42702
-19.5, -15.5, 0.208604
-19.5, -15.25, -0.0604325
-19.5, -15, -0.363361
-19.5, -14.75, -0.681347
-19.5, -14.5, -0.994619
-19.5, -14.25, -1.2837
-19.5, -14, -1.53062
-19.5, -13.75, -1.72002
-19.5, -13.5, -1.84012
-19.5, -13.25, -1.88347
-19.5, -13, -1.84736
-19.5, -12.75, -1.73404
-19.5, -12.5, -1.55056
-19.5, -12.25, -1.30832
-19.5, -12, -1.02238
-19.5, -11.75, -0.710528
-19.5, -11.5, -0.392147
-19.5, -11.25, -0.0870333
-19.5, -11, 0.185842
-19.5, -10.75, 0.409512
-19.5, -10.5, 0.570072
-19.5, -10.25, 0.657538
-19.5, -10, 0.666472
-19.5, -9.75, 0.596318
-19.5, -9.5, 0.451439
-19.5, -9.25, 0.240841
-19.5, -9, -0.0223797
-19.5, -8.75, -0.321859
-19.5, -8.5, -0.638976
-19.5, -8.25, -0.954014
-19.5, -8, -1.24739
-19.5, -7.75, -1.50085
-19.5, -7.5, -1.69865
-19.5, -7.25, -1.82848
-19.5, -7, -1.88228
-19.5, -6.75, -1.8567
-19.5, -6.5, -1.75332
-19.5, -6.25, -1.57858
-19.5, -6, -1.34335
-19.5, -5.75, -1.06224
-19.5, -5.5, -0.75273
-19.5, -5.25, -0.434072
-19.5, -5, -0.126076
-19.5, -4.75, 0.15211
-19.5, -4.5, 0.383189
-19.5, -4.25, 0.552794
-19.5, -4, 0.650379
-19.5, -3.75, 0.669877
-19.5, -3.5, 0.610075
-19.5, -3.25, 0.474693
-19.5, -3, 0.272147
-19.5, -2.75, 0.015031
-19.5, -2.5, -0.280669
-19.5, -2.25, -0.596569
-19.5, -2, -0.913025
-19.5, -1.75, -1.21036
-19.5, -1.5, -1.4701
-19.5, -1.25, -1.67608
-19.5, -1, -1.8155
-19.5, -0.75, -1.87969
-19.5, -0.5, -1.86466
-19.5, -0.25, -1.77134
-19.5, 0, -1.60554
-19.5, 0.25, -1.37756
-19.5, 0.5, -1.10159
-19.5, 0.75, -0.79477
-19.5, 1, -0.476187
-19.5, 1.25, -0.165646
-19.5, 1.5, 0.117544
-19.5, 1.75, 0.355777
-19.5, 2, 0.53424
-19.5, 2.25, 0.641836
-19.5, 2.5, 0.671877
-19.5, 2.75, 0.622494
-19.5, 3, 0.496758
-19.5, 3.25, 0.302486
-19.5, 3.5, 0.0517583
-19.5, 3.75, -0.239838
-19.5, 4, -0.554171
-19.5, 4.25, -0.871698
-19.5, 4.5, -1.17268
-19.5, 4.75, -1.43839
-19.5, 5, -1.65233
-19.5, 5.25, -1.80118
-19.5, 5.5, -1.87569
-19.5, 5.75, -1.87123
-19.5, 6, -1.78807
-19.5, 6.25, -1.63139
-19.5, 6.5, -1.41093
-19.5, 6.75, -1.14039
-19.5, 7, -0.836602
-19.5, 7.25, -0.518444
-19.5, 7.5, -0.205701
-19.5, 7.75, 0.0821825
-19.5, 8, 0.327306
-19.5, 8.25, 0.51443
-19.5, 8.5, 0.63192
-19.5, 8.75, 0.672471
-19.5, 9, 0.63356
-19.5, 9.25, 0.517609
-19.5, 9.5, 0.331826
-19.5, 9.75, 0.0877618
-19.5, 10, -0.199409
-19.5, 10.25, -0.51183
-19.5, 10.5, -0.830078
-19.5, 10.75, -1.13437
-19.5, 11, -1.40577
-19.5, 11.25, -1.62743
-19.5, 11.5, -1.78554
-19.5, 11.75, -1.87029
-19.5, 12, -1.87641
-19.5, 12.25, -1.8035
-19.5, 12.5, -1.65612
-19.5, 12.75, -1.44341
-19.5, 13, -1.17861
-19.5, 13.25, -0.87818
-19.5, 13.5, -0.560797
-19.5, 13.75, -0.246196
-19.5, 14, 0.0460631
-19.5, 14.25, 0.297808
-19.5, 14.5, 0.493388
-19.5, 14.75, 0.620641
-19.5, 15, 0.671657
-19.5, 15.25, 0.643262
-19.5, 15.5, 0.537224
-19.5, 15.75, 0.360133
-19.5, 16, 0.123002
-19.5, 16.25, -0.159427
-19.5, 16.5, -0.469592
-19.5, 16.75, -0.78821
-19.5, 17, -1.09547
-19.5, 17.25, -1.37227
